# Accelerometer Data File
# Started @Fri Feb 08 08:53:39 EET 2019
#
#
# sensor Vendor: MTK
# sensor Name: ACCELEROMETER
# sensor Resolution: 0.00390625m/sec^2; Max Range: 32.0; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: MEDIUM
-0.16 -0.084 0.121 12
-0.144 -0.075 0.109 8
-0.129 -0.068 -0.176 9
-0.116 -0.061 -0.159 11
0.17 -0.055 -0.143 13
0.153 -0.049 -0.129 7
0.137 -0.044 -0.116 17
0.124 -0.04 -0.104 2
0.111 -0.036 -0.094 11
0.1 -0.032 -0.084 9
0.09 -0.029 -0.076 11
0.081 -0.026 0.206 12
0.073 -0.023 0.186 7
0.065 -0.021 0.167 19
0.059 -0.019 0.15 2
-0.222 -0.017 0.135 10
-0.199 -0.015 0.122 15
-0.179 -0.014 0.109 4
-0.161 -0.012 -0.314 11
-0.145 -0.011 -0.282 9
0.282 0.266 -0.254 19
0.253 0.239 -0.229 2
0.228 0.215 0.483 9
0.205 0.193 0.572 11
-0.228 -0.101 0.515 10
-0.342 -0.229 0.188 9
-0.308 -0.206 0.031 14
-0.277 -0.185 -0.661 12
0.025 0.109 -0.595 6
0.16 0.235 -0.535 9
0.144 0.212 -0.068 9
0.13 0.191 0.352 10
-0.158 0.172 0.455 11
-0.28 -0.121 0.409 10
-0.252 0.029 -0.045 17
-0.226 0.026 -0.04 2
-0.204 0.023 -0.036 11
0.091 0.021 0.243 10
0.082 0.019 0.356 10
0.074 0.017 0.32 10
0.066 0.015 -0.125 10
0.06 0.013 -0.112 10
0.054 0.012 -0.101 10
0.048 0.011 -0.091 9
0.043 0.01 0.607 10
0.039 0.009 0.546 11
-0.239 0.008 0.491 9
-0.078 0.007 0.167 11
-0.07 0.006 -0.125 10
0.212 0.006 -0.526 10
0.328 0.28 -0.198 9
0.295 0.115 0.235 11
0.266 0.103 0.487 10
-0.173 0.093 0.576 9
-0.293 -0.192 0.518 11
-0.264 -0.173 0.191 10
-0.238 -0.155 0.172 10
-0.214 -0.14 -0.258 11
0.22 0.15 -0.37 9
0.335 -0.002 -0.333 10
0.302 -0.002 -0.023 10
0.272 -0.002 -0.021 13
0.244 -0.001 -0.019 8
0.22 -0.001 -0.293 10
-0.077 -0.001 0.011 14
-0.069 -0.001 0.148 8
-0.062 -0.001 0.133 7
-0.056 -0.277 0.12 10
-0.325 -0.249 0.108 10
-0.293 -0.224 -0.454 10
0.011 0.074 -0.96 17
0.01 0.066 -1.002 3
0.009 0.059 -0.902 10
0.008 0.053 -0.536 10
0.282 0.048 -0.206 10
0.254 0.043 0.365 10
-0.046 0.039 0.604 10
-0.317 -0.24 0.544 10
-0.56 -0.216 0.214 10
-0.642 -0.195 0.054 10
-0.578 -0.175 -0.364 10
-0.52 -0.158 -0.466 11
-0.055 -0.142 -0.419 15
-0.049 -0.128 -0.377 4
0.23 -0.115 -0.339 10
0.207 0.172 -0.719 18
0.462 0.293 -0.785 2
0.416 0.263 -0.293 11
0.374 0.237 0.287 12
0.336 -0.062 0.81 7
-0.109 -0.056 0.729 9
-0.511 -0.05 0.656 11
-0.46 -0.045 0.177 10
-0.414 -0.041 0.159 10
-0.097 -0.037 0.143 10
0.049 0.242 0.129 10
0.044 0.218 0.116 12
0.315 0.196 0.104 8
0.284 0.177 0.094 10
0.255 0.159 0.084 10
0.23 0.143 0.076 10
0.207 0.129 0.068 10
0.186 0.116 0.061 18
0.167 0.104 0.055 1
0.15 0.094 0.05 11
0.135 0.084 0.321 10
0.122 0.076 0.564 10
-0.165 0.068 0.645 10
-0.148 0.061 0.581 9
-0.133 0.055 0.247 11
-0.12 0.05 -0.052 10
-0.108 0.045 -0.047 10
-0.097 0.04 -0.042 10
0.187 0.036 -0.038 9
0.168 0.032 -0.31 11
0.151 0.029 -0.279 10
0.136 0.026 -0.251 10
0.123 0.023 -0.226 11
0.11 0.021 0.072 8
0.099 0.019 0.34 11
-0.185 0.017 0.306 10
-0.304 -0.26 0.275 10
-0.274 -0.234 0.248 12
-0.246 -0.211 -0.19 13
0.053 -0.189 -0.446 14
0.185 -0.17 -0.539 11
0.167 -0.153 -0.485 10
0.15 -0.138 -0.161 9
-0.14 -0.124 -0.008 11
-0.263 -0.112 -0.007 10
-0.237 -0.1 -0.281 10
-0.213 -0.09 -0.253 9
-0.192 -0.081 -0.228 11
0.102 -0.073 0.069 12
0.092 -0.066 0.201 8
0.082 -0.059 0.181 10
0.074 -0.053 0.163 10
0.067 -0.048 -0.267 10
0.06 -0.043 -0.24 10
0.054 -0.039 -0.216 11
0.048 -0.035 0.08 9
0.044 -0.031 0.211 10
0.039 -0.028 0.19 10
0.035 -0.025 0.171 10
0.032 -0.023 -0.26 9
0.028 -0.02 -0.234 11
0.026 -0.018 -0.486 11
0.023 0.259 -0.161 9
0.021 0.095 0.129 9
0.018 0.086 0.53 11
0.017 0.077 0.477 12
0.015 0.069 0.429 8
-0.261 0.062 -0.027 10
-0.235 0.056 -0.299 10
-0.211 0.05 -0.132 10
0.084 0.045 -0.118 12
0.213 0.041 -0.107 8
0.192 0.037 -0.096 10
0.173 0.033 -0.086 10
0.155 0.03 -0.078 10
0.14 0.027 -0.07 10
0.126 0.024 -0.063 10
0.113 0.021 0.219 12
0.102 0.019 0.472 7
0.092 0.017 0.563 11
-0.192 0.015 0.506 9
-0.31 0.014 0.456 11
-0.279 0.012 -0.002 10
0.023 0.011 -0.14 10
0.158 0.01 -0.126 10
0.142 0.009 -0.114 10
0.128 0.008 -0.102 10
0.115 0.007 -0.092 9
0.104 0.006 -0.083 11
0.093 0.006 -0.074 11
0.084 0.005 -0.342 9
0.075 0.005 -0.308 10
0.068 0.004 -0.002 10
0.061 0.004 0.549 10
0.055 0.003 0.632 10
-0.225 0.003 0.569 12
-0.202 0.002 0.236 8
-0.182 0.002 -0.062 10
-0.164 0.002 -0.332 10
0.127 0.002 -0.299 10
0.252 0.001 -0.269 10
0.227 -0.274 0.171 17
-0.208 -0.247 0.154 3
-0.325 -0.222 0.139 10
-0.292 -0.2 -0.288 9
-0.263 -0.18 -0.535 11
-0.237 -0.162 -0.758 12
-0.213 0.13 -0.819 8
0.358 0.117 -0.737 10
0.322 0.105 -0.112 10
0.29 0.095 0.036 10
-0.013 0.085 0.032 9
-0.15 0.076 0.029 11
-0.135 0.069 0.026 12
-0.121 0.062 0.023 8
-0.109 0.056 0.435 10
-0.098 -0.363 0.667 10
-0.364 -0.327 0.6 10
-0.465 -0.294 0.265 10
-0.418 -0.264 -0.175 10
-0.101 0.036 -1.123 11
0.183 0.171 -1.286 11
0.578 0.154 -0.606 14
0.52 0.139 -0.545 4
0.468 0.125 -0.077 10
0.008 0.112 0.757 11
-0.405 0.101 0.682 15
-0.364 0.091 0.338 4
-0.328 0.082 0.028 19
0.117 0.073 0.439 13
0.105 0.066 0.67 8
0.095 0.059 0.741 10
-0.189 0.053 0.391 10
-0.17 0.048 0.215 10
-0.153 0.043 -0.358 10
0.137 0.039 -0.598 11
0.261 0.035 -0.124 9
0.235 0.031 0.164 10
-0.063 0.028 0.285 13
-0.195 0.025 0.256 7
-0.175 0.023 0.231 10
0.117 0.02 -0.481 10
0.38 0.018 -0.433 10
0.48 0.016 -0.114 10
0.432 0.015 0.173 10
0.113 0.013 0.431 9
-0.035 0.012 0.663 11
-0.031 -0.265 0.459 9
-0.028 0.037 0.138 11
-0.025 0.033 -0.151 9
0.252 0.03 -0.412 11
0.364 0.027 -0.508 10
0.328 0.024 -0.182 10
0.295 0.022 -0.164 10
0.265 0.019 -0.147 9
0.239 0.017 -0.132 11
0.215 0.016 -0.119 10
0.193 0.014 -0.107 9
0.174 0.013 0.179 10
0.157 0.011 0.299 11
-0.134 0.01 0.269 16
-0.12 0.009 0.242 4
-0.108 0.008 -0.195 10
-0.097 0.007 -0.314 9
-0.087 0.006 -0.558 11
0.196 0.006 -0.364 10
0.038 0.005 -0.327 9
-0.24 0.005 -0.019 11
-0.354 0.004 0.119 11
-0.318 -0.272 0.107 8
-0.286 -0.107 0.097 11
-0.258 -0.096 -0.187 9
0.043 -0.086 -0.169 11
0.038 -0.078 -0.152 10
0.034 -0.07 0.414 13
-0.243 -0.063 0.373 7
-0.357 -0.057 0.335 10
-0.321 -0.051 0.302 10
-0.289 -0.046 -0.004 10
0.014 -0.041 -0.003 10
0.013 -0.037 -0.003 10
0.012 -0.033 0.273 10
-0.264 -0.03 0.383 12
-0.375 -0.027 0.345 8
-0.338 -0.024 -0.24 10
-0.028 0.254 -0.492 9
0.249 0.366 -0.443 11
0.499 0.329 -0.398 10
0.312 0.296 0.192 9
0.28 0.267 0.586 11
-0.022 -0.034 0.804 9
-0.158 -0.17 0.585 11
-0.142 -0.153 0.526 10
-0.127 0.138 0.198 10
0.297 0.124 -0.235 12
0.405 0.112 -0.073 7
0.365 0.101 -0.065 17
0.328 0.09 -0.059 4
0.295 0.081 -0.053 10
0.266 0.073 -0.047 10
0.239 0.066 -0.319 10
0.215 0.059 -0.425 10
0.194 0.053 -0.382 10
0.45 0.048 0.069 9
0.129 0.043 0.475 10
-0.158 -0.237 0.704 11
-0.418 -0.351 0.357 9
-0.376 -0.316 -0.091 11
-0.338 -0.284 -0.633 12
0.245 0.02 -0.846 8
0.497 0.018 -0.762 10
0.447 0.016 0.142 10
-0.148 -0.261 0.403 3
-0.133 -0.235 0.363 10
-0.12 -0.211 0.326 10
-0.383 -0.328 0.018 7
-0.483 -0.295 -0.397 10
-0.159 -0.265 -0.771 10
0.131 0.174 -0.832 10
0.256 0.018 -0.473 12
0.23 0.016 0.125 7
0.207 0.015 0.527 11
-0.501 -0.261 0.612 9
-0.589 -0.235 -0.138 11
-0.53 -0.212 -0.4 10
-0.477 0.084 -0.636 9
-0.154 0.076 -0.572 11
0.136 0.068 -0.239 10
-0.014 -0.213 0.197 10
-0.013 -0.192 0.178 11
-0.424 -0.173 0.16 9
-0.244 -0.155 -0.407 11
0.055 0.273 -1.193 15
0.325 0.246 -1.074 4
0.568 0.221 -0.691 10
0.511 0.199 0.067 10
0.46 0.179 0.888 10
0.138 -0.114 1.351 10
-0.563 -0.24 1.491 10
-0.782 -0.216 1.066 9
-0.704 -0.195 -0.005 11
-0.634 -0.175 -0.28 10
-0.295 0.117 -0.39 10
0.147 0.105 -0.351 11
0.27 0.095 -0.315 9
0.243 0.085 -0.284 10
0.218 0.076 -0.532 9
0.196 0.345 -0.479 11
0.177 0.448 -0.431 10
0.159 0.403 0.026 10
0.143 0.363 0.85 10
0.129 0.051 1.179 10
-0.159 -0.092 1.199 10
-0.28 -0.082 1.079 10
-0.528 -0.074 0.971 10
-0.199 -0.067 0.184 10
0.233 0.215 -0.799 9
0.899 0.469 -0.58 18
0.809 0.422 -0.522 3
0.728 0.38 -0.057 10
0.241 -0.07 0.637 10
-0.195 -0.202 0.85 9
-0.313 -0.181 0.213 11
-0.282 -0.163 -0.497 9
0.021 0.266 -0.861 10
0.708 0.377 -0.637 11
0.637 0.339 0.254 10
0.573 0.03 0.504 10
0.102 -0.11 0.591 10
-0.183 -0.099 0.119 13
-0.027 -0.089 -0.03 7
-0.024 -0.08 -0.303 10
-0.021 -0.072 0.002 10
-0.019 -0.065 0.278 10
-0.017 -0.058 0.387 10
-0.016 -0.052 0.349 10
-0.289 -0.047 0.038 10
-0.26 -0.042 -0.516 11
-0.234 -0.038 -0.879 12
-0.211 -0.034 -0.791 7
0.085 -0.031 -0.712 10
0.076 -0.028 -0.089 20
0.069 -0.025 0.333 9
-0.213 -0.022 0.162 11
-0.329 -0.02 0.146 10
-0.296 -0.018 -0.282 10
-0.267 -0.016 -0.253 9
0.035 -0.014 -0.228 11
0.169 -0.013 0.069 12
0.152 -0.012 0.201 7
0.137 -0.01 0.181 11
0.123 -0.009 -0.113 9
0.111 -0.008 -0.377 11
0.099 -0.007 -0.478 10
0.089 -0.007 -0.154 10
0.08 -0.006 0.0 10
0.072 -0.005 0.0 10
0.065 -0.005 0.275 10
0.059 -0.004 -0.028 9
0.053 -0.004 -0.163 14
0.047 -0.003 -0.146 7
0.043 -0.003 -0.132 9
0.038 -0.003 -0.118 11
0.034 -0.002 0.168 14
0.031 -0.002 0.29 6
0.028 -0.278 0.261 9
0.025 -0.112 0.234 11
0.022 -0.101 -0.202 10
0.02 -0.091 -0.319 9
0.018 -0.082 -0.287 11
0.016 -0.074 -0.259 10
0.015 -0.066 0.042 10
0.013 -0.06 0.037 10
0.012 -0.054 0.034 10
0.01 -0.048 0.03 10
0.009 -0.043 0.027 9
0.008 -0.039 0.024 11
0.007 -0.035 0.298 10
0.007 -0.031 0.406 10
-0.268 -0.028 0.365 9
-0.242 -0.025 -0.084 10
-0.217 -0.023 -0.213 11
-0.196 -0.02 -0.468 10
0.098 -0.018 -0.283 10
0.226 -0.016 -0.255 10
0.204 -0.015 0.322 9
-0.229 -0.013 0.427 11
-0.344 -0.012 0.384 10
-0.309 -0.011 -0.067 10
-0.278 -0.01 -0.336 12
0.162 -0.009 -0.302 7
0.145 -0.008 0.003 11
0.131 -0.007 0.416 9
-0.294 -0.006 0.512 19
-0.265 -0.005 0.461 2
-0.238 -0.005 0.415 9
-0.214 -0.004 -0.177 12
-0.193 -0.004 -0.297 8
0.101 -0.003 -0.268 11
0.091 -0.003 -0.241 9
0.082 -0.003 0.058 11
-0.201 -0.002 0.191 9
-0.181 -0.002 0.171 11
-0.163 -0.002 0.154 10
-0.146 -0.002 -0.137 9
0.143 -0.001 0.014 11
0.128 -0.001 0.012 10
0.115 -0.001 0.701 9
-0.171 -0.001 0.493 11
-0.291 -0.001 0.443 9
-0.262 -0.001 -0.289 11
-0.236 0.0 -0.674 9
0.2 0.275 -0.882 14
0.455 0.247 -0.794 7
0.548 0.223 -0.439 10
0.493 0.2 0.018 10
0.03 0.18 0.292 10
-0.11 0.162 0.401 9
-0.099 -0.129 0.361 11
-0.364 -0.254 0.6 10
-0.328 -0.229 0.402 10
-0.295 -0.206 -0.051 13
0.009 -0.185 -0.046 7
0.146 -0.167 -0.041 10
0.131 -0.15 -0.037 10
0.118 -0.135 -0.309 10
0.106 -0.121 -0.554 10
0.371 0.166 -0.636 10
0.472 0.15 -0.848 10
0.425 0.135 -0.212 10
0.383 0.121 0.222 10
0.344 0.109 0.614 9
-0.103 -0.177 0.828 11
-0.368 -0.16 0.745 9
-0.331 -0.144 -0.018 11
-0.298 -0.129 -0.016 10
0.144 -0.116 -0.015 10
0.267 0.171 -0.289 10
0.24 0.154 -0.26 10
0.216 0.138 -0.234 10
0.195 0.124 -0.21 10
0.175 0.112 -0.189 10
0.157 0.101 -0.17 10
-0.133 0.091 -0.153 10
-0.119 -0.194 0.137 10
-0.107 -0.037 -0.014 10
-0.097 -0.033 -0.012 9
-0.087 -0.03 -0.011 11
-0.078 -0.027 0.265 10
-0.07 -0.024 0.377 10
-0.063 -0.021 0.063 10
-0.332 -0.019 -0.08 10
-0.161 -0.017 -0.072 10
-0.145 -0.016 -0.065 10
-0.131 -0.014 -0.059 10
-0.117 -0.012 -0.053 14
-0.106 -0.011 -0.323 6
-0.095 -0.01 -0.429 9
-0.085 -0.009 -0.386 11
0.335 -0.008 -0.347 10
0.164 -0.007 -0.036 9
0.148 -0.006 0.518 10
-0.142 -0.006 0.604 11
-0.265 -0.005 0.543 10
-0.239 -0.005 0.489 10
-0.215 -0.004 0.44 10
-0.193 -0.004 0.396 10
-0.174 -0.003 0.081 10
0.118 -0.003 -0.065 10
0.106 -0.002 -0.058 10
0.096 -0.002 -0.052 10
0.086 -0.002 -0.047 10
0.077 -0.002 -0.318 9
0.069 -0.001 -0.148 11
0.062 -0.001 -0.133 10
0.056 -0.001 -0.12 10
0.051 -0.001 0.167 10
0.045 -0.001 0.288 10
0.041 -0.001 0.259 10
0.037 -0.001 0.233 10
0.033 0.0 0.21 12
0.03 0.0 -0.086 7
0.027 0.0 -0.078 11
0.024 0.0 -0.07 10
0.021 0.0 -0.063 9
0.019 0.0 -0.056 10
0.017 0.0 -0.051 11
0.016 0.0 -0.046 10
0.014 0.0 -0.041 10
0.012 0.0 -0.037 10
0.011 0.0 0.242 10
0.01 0.0 0.218 9
0.009 0.0 -0.079 18
0.008 0.0 -0.071 2
0.007 0.0 -0.064 11
0.006 0.0 -0.058 11
0.006 0.0 -0.052 11
0.005 0.0 -0.322 8
0.005 0.0 -0.29 9
0.004 0.0 -0.261 11
0.004 0.0 -0.235 9
0.003 0.0 -0.211 19
0.003 0.0 -0.19 2
0.002 -0.275 -0.171 9
0.002 -0.11 -0.154 11
0.002 -0.099 -0.138 9
0.277 -0.089 -0.124 11
0.112 -0.08 -0.112 11
0.1 -0.072 -0.101 8
-0.184 -0.065 -0.091 10
-0.166 -0.058 0.193 11
-0.149 -0.052 0.036 10
-0.134 -0.047 0.032 10
-0.121 -0.042 -0.245 10
0.166 -0.038 -0.221 11
0.149 -0.034 -0.199 9
0.134 -0.031 -0.179 10
0.121 -0.028 0.114 9
0.109 -0.025 0.102 10
-0.177 -0.022 0.092 11
-0.021 -0.02 0.083 9
-0.019 -0.018 0.074 11
-0.017 -0.016 0.343 10
-0.015 -0.014 0.446 9
-0.014 -0.013 0.402 11
-0.288 -0.012 0.362 10
-0.259 -0.01 -0.088 10
-0.233 -0.009 -0.217 9
0.065 0.267 -0.195 11
0.196 0.24 -0.175 9
0.176 0.216 0.117 11
0.159 0.195 0.519 9
-0.132 0.175 0.467 11
-0.256 0.157 0.42 9
-0.231 0.142 0.103 14
-0.207 0.127 -0.183 7
0.088 0.115 -0.165 10
0.079 0.103 -0.148 10
0.071 0.093 -0.133 10
0.064 0.083 -0.12 9
0.057 0.075 -0.108 11
0.052 0.067 -0.097 10
0.046 0.061 0.464 18
0.042 0.055 0.417 2
0.038 0.049 0.375 10
0.034 0.044 0.338 10
0.03 0.04 0.304 9
-0.247 -0.24 0.549 11
-0.222 -0.216 0.219 10
-0.2 -0.194 -0.216 10
-0.18 -0.175 -0.746 10
0.25 0.256 -1.085 10
0.501 0.368 -1.115 10
0.727 0.331 -0.452 10
0.516 0.298 0.283 10
-0.224 -0.283 0.944 13
-0.201 -0.392 0.987 7
-0.732 -0.353 0.612 10
-0.521 -0.317 -0.413 10
-0.469 -0.01 -0.372 10
-0.009 -0.009 -0.059 11
0.129 -0.008 0.222 9
0.116 -0.007 0.338 10
0.104 -0.007 0.028 9
0.094 -0.006 -0.525 11
0.084 -0.005 -0.611 10
0.076 -0.005 -0.55 9
0.068 -0.004 -0.495 11
0.061 -0.004 -0.445 10
0.055 -0.003 0.012 10
0.05 -0.003 0.287 10
0.045 -0.278 0.534 9
-0.234 -0.25 0.48 12
-0.211 -0.225 0.157 9
-0.19 -0.202 -0.41 10
0.104 0.092 -0.645 10
0.369 0.083 -0.443 10
0.47 0.075 -0.398 10
0.423 0.067 0.055 10
-0.032 -0.214 0.187 10
-0.167 -0.055 -0.106 9
0.125 -0.049 -0.51 17
0.112 -0.044 -0.459 4
0.101 -0.04 -0.413 9
0.367 -0.036 0.042 11
0.192 -0.032 0.313 10
0.172 -0.029 0.42 10
-0.119 -0.026 0.378 12
-0.107 -0.023 0.34 8
-0.097 -0.021 -0.107 9
-0.087 -0.019 0.178 18
-0.078 -0.017 0.16 3
-0.07 -0.015 0.144 9
-0.063 -0.014 0.13 11
-0.057 -0.012 0.117 10
-0.051 -0.011 -0.169 10
-0.046 0.266 -0.152 16
-0.041 0.239 -0.137 4
-0.037 0.215 0.151 10
-0.033 0.193 -0.001 9
-0.03 0.174 -0.001 11
-0.027 0.157 -0.001 11
-0.024 0.141 0.275 8
-0.022 0.127 0.247 11
-0.019 0.114 0.223 9
-0.017 0.103 0.2 11
-0.016 0.092 0.18 10
-0.014 0.083 0.162 9
-0.013 0.075 0.146 11
-0.011 0.067 0.131 10
-0.01 0.06 0.118 10
-0.009 0.054 -0.169 9
-0.008 0.049 0.123 11
-0.007 0.044 0.248 10
-0.282 0.039 0.224 10
-0.254 0.035 0.201 10
-0.228 0.032 -0.094 9
-0.205 0.029 0.053 11
0.09 0.026 0.047 10
0.081 0.023 0.318 10
0.073 0.021 0.011 18
0.065 0.019 0.01 2
-0.216 0.017 0.009 10
-0.194 0.015 0.008 9
-0.175 0.013 -0.268 11
-0.157 0.012 -0.241 10
-0.141 0.011 -0.217 9
0.285 0.01 -0.196 11
0.119 0.009 -0.176 10
0.107 0.008 0.255 9
0.096 -0.268 0.229 11
-0.188 -0.242 0.206 10
-0.031 -0.217 0.186 10
-0.028 -0.196 -0.246 10
-0.025 0.099 -0.221 12
-0.023 0.089 -0.199 8
-0.02 -0.195 0.096 10
-0.018 -0.175 0.224 10
-0.016 -0.158 0.202 9
-0.015 -0.142 -0.232 11
-0.013 -0.128 -0.76 10
0.263 0.16 -0.546 10
0.374 0.144 -0.215 9
0.336 0.13 0.219 11
0.027 -0.158 0.473 10
-0.25 -0.143 0.288 13
-0.225 -0.128 -0.016 7
-0.202 -0.115 -0.428 9
-0.182 -0.104 -0.524 11
0.386 0.182 -0.471 10
0.486 0.164 -0.424 9
0.437 0.147 0.308 11
0.394 0.132 0.415 10
0.078 -0.156 0.373 9
-0.342 -0.278 0.336 11
-0.308 -0.25 0.026 10
-0.277 -0.225 -0.389 9
0.301 0.072 -0.35 14
0.27 0.203 -0.315 7
0.243 -0.093 0.267 9
-0.055 -0.083 0.378 12
-0.188 -0.075 0.064 9
-0.169 -0.067 -0.354 9
-0.152 -0.061 -0.733 11
0.138 0.221 -0.522 10
0.4 0.199 -0.193 9
0.222 0.179 0.1 11
0.199 0.161 0.78 10
-0.233 -0.131 0.564 9
-0.485 -0.255 0.508 14
-0.436 -0.23 0.043 7
-0.393 -0.207 -0.236 12
-0.078 0.089 -0.075 9
0.067 0.08 -0.067 9
0.06 0.072 0.215 10
0.054 0.064 -0.082 10
0.048 0.058 -0.211 10
0.044 0.052 -0.466 10
0.039 0.047 -0.42 11
0.035 0.042 -0.101 8
0.032 0.038 0.183 11
-0.246 0.034 0.303 9
-0.221 0.031 0.273 11
-0.199 0.027 0.246 10
-0.179 0.025 0.221 10
-0.161 0.022 -0.214 10
-0.145 0.02 -0.33 9
0.282 0.018 -0.297 11
0.253 0.016 0.145 10
0.228 0.014 0.269 10
0.205 0.013 0.242 10
-0.228 0.012 0.218 10
-0.067 0.01 -0.217 10
-0.06 0.009 -0.472 10
0.22 0.008 -0.011 10
0.06 0.007 0.266 10
0.054 0.007 0.515 10
-0.226 0.006 0.463 10
-0.203 0.005 0.141 9
-0.183 0.005 -0.148 11
0.11 0.004 -0.133 10
0.099 0.004 -0.12 9
0.089 0.003 -0.108 11
0.08 0.003 0.178 10
0.072 0.003 0.16 9
0.065 0.002 0.144 11
0.058 0.002 -0.145 10
0.052 0.002 -0.131 11
0.047 0.002 -0.118 10
0.042 0.001 -0.106 9
0.038 0.001 0.18 10
0.034 0.001 0.3 9
0.031 0.001 0.27 11
0.028 0.001 0.243 9
0.025 0.001 -0.057 11
0.022 0.0 -0.189 9
0.02 0.0 -0.17 11
0.018 0.0 -0.153 10
0.016 0.0 0.138 9
0.014 0.0 0.262 11
0.013 0.0 0.235 10
0.012 0.0 -0.201 10
0.01 0.0 -0.319 9
0.009 0.0 -0.287 11
0.284 0.0 -0.258 10
0.255 0.0 -0.232 10
0.23 0.0 -0.209 10
0.207 0.0 -0.188 9
0.186 0.0 -0.169 10
0.167 0.0 0.122 11
-0.124 0.0 0.249 9
-0.249 0.0 0.224 12
-0.224 0.0 0.201 9
-0.202 0.0 0.181 13
-0.181 0.0 -0.25 7
0.111 0.0 -0.225 10
0.1 0.0 -0.202 9
0.09 0.0 -0.182 10
0.081 0.0 -0.164 11
0.073 0.0 -0.147 9
0.065 0.0 0.142 11
-0.216 0.0 0.404 10
-0.332 0.0 0.363 10
-0.298 0.0 -0.086 10
-0.269 0.0 -0.215 10
0.17 0.0 -0.194 10
0.291 0.0 -0.174 11
0.262 0.0 -0.157 9
-0.039 0.0 0.272 9
-0.173 0.0 0.245 10
-0.155 0.0 0.22 11
-0.14 0.0 -0.077 9
-0.126 0.0 -0.345 10
-0.113 0.0 -0.173 11
0.173 0.0 -0.155 10
0.155 0.0 -0.14 10
0.14 0.0 -0.126 10
0.126 0.0 0.161 10
0.113 0.0 0.007 10
0.102 0.0 0.007 10
0.092 0.0 0.006 11
0.082 0.0 0.005 8
0.074 0.0 0.281 11
-0.208 0.0 0.253 9
-0.187 -0.137 0.228 11
-0.168 -0.123 0.205 9
-0.151 0.164 -0.229 10
0.138 0.148 -0.482 15
0.262 0.133 -0.158 7
0.236 0.12 0.133 9
0.212 0.108 0.396 10
-0.083 0.097 0.356 10
-0.35 0.087 0.32 11
-0.315 0.078 0.288 8
-0.284 0.07 -0.016 11
0.157 0.063 -0.152 9
0.141 0.057 0.139 11
0.127 0.051 0.4 10
0.114 0.046 0.635 9
-0.309 0.041 0.572 11
-0.416 -0.238 -0.035 10
-0.374 -0.077 -0.583 18
-0.337 -0.069 -0.525 2
0.109 -0.062 -0.472 10
0.236 -0.056 -0.425 13
0.212 -0.05 -0.107 7
0.191 -0.045 0.317 10
0.172 -0.04 0.147 10
0.154 -0.036 0.132 10
0.139 -0.033 0.119 12
-0.149 -0.029 0.658 14
-0.134 -0.026 0.731 4
-0.121 -0.024 0.658 11
-0.109 -0.297 0.592 9
-0.373 -0.129 0.119 10
-0.336 -0.116 -0.858 11
-0.027 0.171 -0.91 12
0.25 0.291 -0.819 9
0.502 0.262 -0.737 8
0.451 0.236 -0.387 10
0.406 0.212 0.064 10
0.089 -0.084 0.334 11
-0.194 -0.214 0.438 8
-0.312 -0.192 0.394 11
-0.281 -0.173 0.079 9
-0.253 -0.156 0.071 14
0.047 -0.14 0.064 8
-0.095 -0.126 0.333 9
-0.085 -0.113 0.162 9
-0.077 -0.102 -0.405 11
-0.069 0.184 -0.778 9
0.626 0.303 -1.114 11
0.701 0.273 -1.003 10
0.631 0.245 0.062 11
0.293 -0.055 0.608 9
-0.15 -0.324 0.684 10
-0.548 -0.43 0.616 10
-0.631 -0.387 0.003 9
-0.017 0.064 -0.548 19
-0.015 0.058 -0.494 2
0.261 0.052 -0.03 10
0.235 0.047 0.248 9
-0.201 0.042 0.361 11
-0.181 0.038 -0.088 9
-0.163 0.034 -0.769 10
-0.146 0.03 -0.692 11
0.143 0.027 -0.623 10
-0.008 0.025 -0.146 10
-0.007 0.022 0.143 10
-0.282 0.02 0.266 10
-0.254 -0.257 0.24 11
-0.228 -0.093 -0.059 8
-0.205 -0.084 -0.191 12
0.09 -0.075 -0.171 9
0.218 -0.068 -0.154 10
0.196 -0.061 0.136 10
0.177 -0.055 0.122 10
0.159 -0.049 0.11 10
0.143 -0.044 0.099 9
0.129 -0.04 0.089 11
0.116 -0.036 -0.195 10
0.104 -0.032 -0.175 10
0.094 -0.029 0.117 12
0.084 -0.026 0.381 8
-0.199 -0.023 0.481 10
-0.179 -0.021 0.433 10
-0.161 -0.019 -0.024 10
-0.145 -0.017 -0.159 10
0.144 -0.015 -0.143 9
0.267 -0.014 -0.129 11
0.241 -0.012 0.159 9
-0.058 -0.011 0.281 11
-0.052 -0.01 0.253 15
-0.047 -0.009 0.228 4
-0.042 -0.008 0.205 11
-0.038 -0.007 0.184 10
-0.034 -0.006 0.166 10
-0.031 -0.006 0.149 9
